num_bids,shipping_expenses,timer,winner_modality,winner_num_bids,item_category_encoded,log_bid,log_price,log_winner_expenses
72,1.0,8,0,4,3,0.5481214085096876,2.7073833121145063,0.9242589015233319
631,4.99,8,0,37,6,1.9906103279732201,3.58351893845611,2.379546134130174
858,1.0,8,1,426,3,2.2607208888953467,3.58351893845611,4.049695810553219
135,1.0,10,0,9,0,0.8586616190375187,2.3978952727983707,1.1537315878891892
26,1.0,8,1,10,3,0.23901690047049992,2.3978952727983707,1.1939224684724346
708,1.0,8,0,40,0,2.0906287310704004,5.081404364984463,1.9740810260220096
490,4.99,8,0,4,6,1.776645831418007,3.634951112088381,1.873339456220478
58,1.0,10,0,2,0,0.4700036292457355,2.3978952727983707,0.8153648132841945
171,1.0,10,1,28,0,1.000631880307906,2.3978952727983707,1.7298840655099679
10,5.9,8,0,4,1,0.10436001532424277,2.766319109226186,2.004179057179289
267,1.0,8,0,11,3,1.3029127521808397,2.3978952727983707,1.2325602611778486
1961,1.0,5,0,204,0,3.026261478588814,3.9318256327243257,3.3506055955460954
89,1.0,10,1,42,3,0.6418538861723948,3.5832411220909393,2.0095554142156695
392,1.0,10,1,56,3,1.5953389880545987,3.5832411220909393,2.2278615467981093
396,1.0,10,1,98,3,1.6034198401085373,2.3978952727983707,2.6905648867611904
1360,1.0,8,1,103,3,2.681706225762608,4.262539022051294,2.733717947850788
216,3.99,5,0,21,6,1.1537315878891892,2.995732273553991,2.043814364036685
655,1.0,8,1,183,6,2.0228711901914416,4.07753744390572,3.2499868198932536
95,1.0,7,0,17,0,0.6729444732424258,3.044522437723423,1.43746264769429
207,1.0,10,1,90,0,1.1249295969854831,1.791759469228055,2.617395832834079
560,1.0,8,1,163,6,1.888583653863595,4.07753744390572,3.1437211512674406
389,1.0,8,1,10,3,1.589235205116581,3.044522437723423,1.1939224684724346
315,1.0,10,1,82,0,1.425515074273172,2.3978952727983707,2.5384474167160302
1469,4.99,8,1,27,6,2.7536607123542622,4.605170185988092,2.2512917986064953
56,1.0,8,1,28,3,0.4574248470388754,2.3978952727983707,1.7298840655099676
228,1.0,5,0,33,3,1.1908875647772805,1.791759469228055,1.8389610707123492
120,1.0,10,1,50,0,0.7929925155296614,1.791759469228055,2.1400661634962708
91,1.0,8,0,8,3,0.6523251860396903,4.262539022051294,1.1118575154181303
92,1.0,10,1,11,3,0.6575200029167942,4.262539022051294,1.2325602611778486
1545,1.0,8,1,407,6,2.800933195248924,5.993961427306569,4.005695481290781
191,1.0,5,0,38,3,1.0715836162801904,1.791759469228055,1.937301774518713
86,1.0,10,1,8,0,0.6259384308664953,2.3978952727983707,1.1118575154181303
127,1.0,5,0,48,3,0.8241754429663494,1.791759469228055,2.1090003439213802
814,4.99,10,1,50,6,2.21375387928743,3.828641396489095,2.5249283241374862
161,1.0,8,0,78,3,0.9669838461896731,2.70805020110221,2.4965057856313524
534,1.0,8,0,217,6,1.8484548129046001,5.303304908059076,3.4081729953985804
149,7.99,8,1,14,6,0.9162907318741551,3.32862668882732,2.3804716316511167
1151,4.99,8,1,556,1,2.5273273656719524,5.637998734110198,4.360164387816747
33,1.0,8,1,11,3,0.30010459245033805,2.3978952727983707,1.2325602611778486
1648,4.99,5,0,765,6,2.8622008809294686,4.393213824064446,4.658142070754197
31,1.0,10,1,16,0,0.2776317365982795,2.3978952727983707,1.4060969884160703
126,1.0,10,1,9,3,0.8197798314933114,2.0794415416798357,1.1537315878891892
2906,1.0,8,1,176,0,3.4035279970004377,4.61512051684126,3.2140642678709788
102,1.0,8,0,15,3,0.708035793053696,2.70805020110221,1.3737155789130306
39,7.99,8,1,7,6,0.33647223662121295,3.32862668882732,2.2925347571405443
435,1.0,8,0,10,0,1.6789639750827108,4.61512051684126,1.1939224684724346
107,1.0,10,1,50,0,0.7323678937132266,2.3978952727983707,2.1400661634962708
107,1.0,10,1,39,0,0.7323678937132266,2.3978952727983707,1.9558604799084813
205,0.0,8,1,39,3,1.1184149159642893,3.367295829986474,1.803358605071407
367,1.0,8,1,135,3,1.5432981099295553,2.3978952727983707,2.972975286431375
52,1.0,5,0,25,3,0.4252677354043441,3.5832411220909393,1.6582280766035324
376,1.0,12,1,20,3,1.56234630490025,4.61512051684126,1.5260563034950494
254,1.0,6,0,127,3,1.2669476034873244,5.3518107389880365,2.9183111265854063
359,0.0,8,0,86,3,1.5260563034950494,3.367295829986474,2.4997952622817508
317,5.9,8,1,46,1,1.430311246536665,2.766319109226186,2.5556757206762075
21,1.0,10,1,11,3,0.1988508587451652,2.0794415416798357,1.2325602611778486
157,1.0,5,0,54,3,0.9477893989335261,1.791759469228055,2.199444334074532
155,1.0,10,0,17,3,0.9400072584914712,3.367295829986474,1.43746264769429
129,1.0,8,1,47,3,0.832909122935104,2.3978952727983707,2.093097868127322
79,1.0,10,1,37,3,0.5877866649021191,2.70805020110221,1.9183921201614211
227,1.0,8,1,11,3,1.1878434223960523,3.258096538021482,1.2325602611778486
39,1.0,10,1,18,0,0.33647223662121295,1.791759469228055,1.4678743481123135
25,1.0,10,1,12,0,0.23111172096338664,1.791759469228055,1.269760544863939
27,1.0,5,0,7,3,0.25464221837358075,2.70805020110221,1.068153081183401
500,1.0,10,1,51,3,1.7934247485471162,4.262539022051294,2.1552445050953364
8,1.0,8,0,3,3,0.08617769624105233,2.70805020110221,0.8712933659434192
987,1.0,8,1,471,3,2.3869262414277967,5.860786223465865,4.146778872070522
106,1.0,5,0,8,0,0.7275486072772778,2.3978952727983707,1.1118575154181303
80,1.0,10,1,4,0,0.598836501088704,2.3978952727983707,0.9242589015233319
9058,7.99,8,1,13,6,4.5173220954148965,5.91350300563827,2.3683728335320486
57,1.0,8,1,29,3,0.4637340162321401,2.7073833121145063,1.7526720805200082
31,1.0,10,1,15,0,0.2776317365982795,1.791759469228055,1.3737155789130306
89,1.0,10,1,38,0,0.6418538861723948,2.3978952727983707,1.937301774518713
238,1.0,10,0,50,3,1.220829921392359,3.58351893845611,2.1400661634962708
158,1.0,10,1,7,3,0.9516578757114464,3.5832411220909393,1.068153081183401
158,1.0,6,0,34,3,0.9516578757114464,3.58351893845611,1.8594181177018698
176,3.99,10,0,2,6,1.0188473201992472,3.4011973816621555,1.6582280766035324
7,1.0,10,0,2,0,0.07696104113612832,2.3978952727983707,0.8153648132841945
220,4.99,10,1,40,6,1.1662709371419244,3.711130063048756,2.4150205223238337
222,1.0,5,0,62,3,1.172482137234565,1.791759469228055,2.3085671646715933
45,1.0,10,1,17,0,0.3784364357202451,1.791759469228055,1.43746264769429
120,1.0,10,1,55,3,0.7929925155296614,2.3978952727983707,2.21375387928743
184,0.0,8,1,69,3,1.0473189942805592,2.70805020110221,2.299580583973747
951,1.0,8,0,461,6,2.354228326145884,6.089044875446846,4.1260047149499695
3143,1.0,8,1,891,3,3.479700443150099,4.663344750039164,4.769242907725249
203,1.0,8,1,78,3,1.1118575154181303,3.58351893845611,2.4965057856313524
461,9.9,5,0,15,6,1.7263316639055997,4.45318382899021,2.553343811341229
145,1.0,8,1,69,3,0.9001613499442714,3.58351893845611,2.395164274287139
65,0.0,8,1,4,3,0.5068176023684519,4.2626798770413155,0.41871033485818504
89,1.0,10,1,19,3,0.6418538861723948,4.2626798770413155,1.4973884086254776
704,1.0,5,0,6,3,2.085672091430472,3.9318256327243257,1.0224509277025458
76,1.0,10,1,38,0,0.5709795465857378,2.3978952727983707,1.937301774518713
116,1.0,8,1,54,3,0.7793248768009976,2.7073833121145063,2.199444334074532
76,6.9,8,1,3,6,0.5709795465857378,3.039749158970765,2.115049969147204
47645,9.99,8,1,225,6,6.1684803867784055,8.132383288233106,3.6948615257914836
907,1.0,8,1,436,6,2.3105532626432224,5.993961427306569,4.072098953274781
27,1.0,10,1,12,3,0.25464221837358075,2.0794415416798357,1.269760544863939
103,1.0,8,1,52,3,0.712949807856125,3.258096538021482,2.1701959049483
334,1.0,8,1,27,3,1.4701758451005928,4.9486889658772695,1.706564623164823
41,1.0,10,1,21,0,0.35065687161316933,1.791759469228055,1.5539252025038417
194,1.0,8,0,20,0,1.0818051703517284,3.9318256327243257,1.5260563034950494
723,1.0,10,1,36,0,2.1090003439213802,4.356708826689592,1.8991179875485542
30,1.0,7,0,15,0,0.27002713721306015,3.044522437723423,1.3737155789130306
143,1.0,8,1,11,3,0.8919980393051105,2.772588722239781,1.2325602611778486
88,1.0,5,0,16,3,0.636576829071551,3.9318256327243257,1.4060969884160703
298,1.0,5,0,43,3,1.3837912309017721,1.791759469228055,2.0268315914075385
211,1.0,10,1,36,0,1.1378330018213911,2.3978952727983707,1.8991179875485542
786,1.0,8,1,109,3,2.1826747963214883,4.709530201312334,2.7831576735890153
7792,4.99,8,1,3587,1,4.368561383720311,6.253828811575473,6.157614376902071
298,7.99,8,0,1,6,1.3837912309017721,3.32862668882732,2.21046980408624
28,1.0,8,1,15,3,0.26236426446749106,2.7073833121145063,1.3737155789130306
101,0.0,8,1,36,3,0.7030975114131134,2.70805020110221,1.7369512327330598
965,4.99,8,1,263,6,2.3664984187376983,3.58351893845611,3.6933693593867885
742,1.0,10,1,14,0,2.131796772013764,5.198497031265826,1.340250422618484
305,0.0,8,1,21,3,1.4011829736136412,2.70805020110221,1.3164082336557241
1023,1.0,8,1,125,3,2.419478844465545,3.713572066704308,2.9041650800285006
21,1.0,5,0,9,3,0.1988508587451652,1.791759469228055,1.1537315878891892
333,1.0,8,1,26,3,1.4678743481123135,4.110873864173311,1.682688374173693
176,1.0,10,1,61,0,1.0188473201992472,1.791759469228055,2.295560478057081
20023,1.0,12,1,113,3,5.304498225623118,6.90875477931522,2.8148097376737438
372,1.0,5,0,86,3,1.5539252025038417,1.791759469228055,2.578700529074361
354,1.0,8,1,67,3,1.5151272329628591,3.258096538021482,2.3711778844596574
139,1.0,8,1,19,3,0.8754687373538999,2.70805020110221,1.4973884086254776
15,1.0,10,1,8,0,0.14842000511827327,1.791759469228055,1.1118575154181303
297,1.0,8,1,73,3,1.3812818192963463,3.58351893845611,2.4414770918606643
2545,1.0,8,1,16,3,3.27601201623901,5.017279836814924,1.4060969884160703
193,1.0,10,1,42,3,1.0784095813505903,4.2626798770413155,2.0095554142156695
1247,1.0,8,1,146,6,2.601207105484161,4.605170185988092,3.043569602968151
118,1.0,8,0,19,3,0.7884573603642702,2.3978952727983707,1.4973884086254776
161,1.0,10,0,3,0,0.9631743177730056,2.3978952727983707,0.8712933659434192
39,1.0,10,1,18,3,0.3435897043900769,2.0794415416798357,1.4678743481123135
268,1.0,8,1,89,3,1.3056264580524357,2.772588722239781,2.6078614738467776
160,1.0,10,0,9,3,0.9593502213346021,4.262539022051294,1.1537315878891892
123,5.99,10,1,60,7,0.8064758658669485,3.4339872044851463,2.6939512767227085
335,1.0,10,1,53,3,1.4724720573609429,4.61512051684126,2.1849270495258133
257,1.0,10,0,74,0,1.275362800412609,2.3978952727983707,2.4527277514237653
199,1.0,8,1,11,0,1.0986122886681098,4.394449154672439,1.2325602611778486
148,1.0,8,1,62,3,0.9122827104766162,2.7073833121145063,2.3085671646715933
19,1.0,10,0,4,0,0.1906203596086497,1.791759469228055,0.9242589015233319
479,1.0,10,1,160,0,1.7578579175523736,2.3978952727983707,3.126760535960395
166,1.0,8,1,75,3,0.9820784724121582,3.713572066704308,2.463853240590168
51,5.9,8,0,3,1,0.41871033485818504,2.766319109226186,1.986503546020567
11,1.0,10,0,3,3,0.11332868530700317,2.0794415416798357,0.8712933659434192
876,1.0,8,1,417,6,2.280339484046726,5.993961427306569,4.029094677013983
787,1.0,6,1,7,3,2.1838015570040787,4.9486889658772695,1.068153081183401
22,1.0,8,1,11,3,0.2151113796169455,2.3978952727983707,1.2325602611778486
286,5.9,8,1,90,1,1.3532545070416904,2.766319109226186,2.9231615807191558
393,4.99,10,1,52,1,1.597365331199831,3.8897773964808264,2.545531271604435
210,5.99,10,0,30,6,1.1346227261911428,2.833213344056216,2.387844936944869
932,1.0,10,1,54,0,2.3350522831315472,4.356708826689592,2.199444334074532
80,1.0,10,1,27,3,0.598836501088704,2.70805020110221,1.706564623164823
246,1.0,8,0,30,3,1.244154593958768,3.9318256327243257,1.7749523509116738
511,1.0,8,1,9,0,1.8115620965242347,3.9318256327243257,1.1537315878891892
175,1.0,8,0,56,3,1.0152306797290587,2.7073833121145063,2.2278615467981093
143,1.0,10,1,67,0,0.8919980393051105,1.791759469228055,2.3711778844596574
312,0.0,8,1,40,3,1.4182774069729414,3.367295829986474,1.824549292051046
21,1.0,5,0,3,3,0.1988508587451652,1.791759469228055,0.8712933659434192
13,1.0,8,1,6,3,0.13976194237515868,2.3978952727983707,1.0224509277025458
74,1.0,8,1,19,3,0.5596157879354227,2.70805020110221,1.4973884086254776
422,1.0,7,0,19,0,1.6544112780768316,3.044522437723423,1.4973884086254776
434,0.0,8,1,214,3,1.6770965609079151,2.70805020110221,3.361069590571376
377,9.9,8,0,27,2,1.5644405465033646,4.393213824064446,2.667922410011431
78,1.0,10,1,38,0,0.5822156198526637,2.3978952727983707,1.937301774518713
806,1.0,8,1,200,0,2.2049722641270453,4.394449154672439,3.332204510175204
215,1.0,8,0,26,3,1.1505720275988207,2.3978952727983707,1.682688374173693
817,1.0,8,1,202,6,2.217027204632399,4.025173103360802,3.3414473772563813
129,1.0,7,1,23,0,0.832909122935104,3.044522437723423,1.6074359097634274
108,7.99,10,1,54,6,0.7371640659767197,3.173878458937465,2.7732135270086236
49,1.0,8,1,24,3,0.4054651081081644,2.3978952727983707,1.6331544390514163
2829,1.0,8,0,16,3,3.377928754722801,4.9486889658772695,1.4060969884160703
19,5.9,8,0,9,1,0.18232155679395465,2.766319109226186,2.0881534822818573
4063,7.99,8,1,736,1,3.7290612437467683,7.177782416195197,4.650812543866793
292,1.0,7,1,36,0,1.3686394258811698,3.044522437723423,1.8991179875485542
1023,0.0,8,1,110,3,2.419478844465545,3.367295829986474,2.72785282839839
1129,4.99,10,1,61,1,2.509599262378372,4.023564380161053,2.6333266549062735
99,1.0,5,0,30,3,0.6931471805599453,1.791759469228055,1.7749523509116738
47071,7.99,6,1,185,1,6.156385589221769,7.402451520818244,3.497718948652777
461,4.99,8,0,19,6,1.7263316639055997,5.278114659230517,2.135349173618132
115,0.0,8,1,54,3,0.7747271675523681,3.367295829986474,2.0819384218784234
1806,1.0,8,1,806,3,2.9486406660201405,5.860786223465865,4.67077064307204
39,0.0,8,1,19,3,0.3435897043900769,2.70805020110221,1.244154593958768
450,1.0,10,0,13,3,1.7083778602890038,3.367295829986474,1.3056264580524357
579,7.99,10,1,52,6,1.916922612182061,4.393213824064446,2.7568403652716422
832,0.0,8,1,189,3,2.2332350148592526,3.367295829986474,3.2414197893030954
16,1.0,7,1,7,0,0.15700374880966475,3.044522437723423,1.068153081183401
473,5.99,10,0,84,6,1.747459210331475,3.8264651170664994,2.8853592160726205
166,1.0,10,1,61,0,0.9820784724121582,1.791759469228055,2.295560478057081
168,1.0,8,1,21,3,0.9895411936137477,2.3978952727983707,1.5539252025038417
197,1.0,8,1,78,3,1.091923300517313,2.7073833121145063,2.4965057856313524
101,6.9,8,1,44,6,0.7030975114131134,3.039749158970765,2.611539300721366
157,1.0,8,1,54,3,0.9477893989335261,2.3978952727983707,2.199444334074532
486,1.0,10,0,22,3,1.7698546338400052,4.9486889658772695,1.5810384379124023
4096,4.99,8,1,1828,6,3.7369550773454994,5.703782474656201,5.495650680962429
157,5.99,10,0,41,6,0.9477893989335261,2.766319109226186,2.511223958105374
966,1.0,10,0,18,3,2.367436065313662,4.262539022051294,1.4678743481123135
148,1.0,8,0,19,3,0.9122827104766162,2.3978952727983707,1.4973884086254776
50,0.0,8,1,24,3,0.412109650826833,2.70805020110221,1.415853163361435
278,4.99,8,1,23,6,1.332366019094335,3.58351893845611,2.194999882314108
229,1.0,6,1,31,3,1.1939224684724346,4.262539022051294,1.7967470107390942
66,5.99,10,1,33,6,0.5128236264286637,2.833213344056216,2.423031246069913
147,1.0,5,0,42,3,0.9082585601768908,1.791759469228055,2.0095554142156695
4,1.0,10,0,1,0,0.04879016416943201,2.3978952727983707,0.7561219797213337
317,0.0,8,1,141,3,1.430311246536665,2.70805020110221,2.9616582932202395
963,1.0,10,1,444,3,2.3646204839134985,3.58351893845611,4.089666972670989
1240,4.99,10,1,519,6,2.596000697293587,3.58351893845611,4.296741040391521
95,1.0,10,1,48,3,0.6729444732424258,2.3978952727983707,2.1090003439213802
552,5.99,10,1,22,6,1.8764069432883397,4.393213824064446,2.2874714551839976
16206,9.9,8,1,75,2,5.094179556473186,6.8033942636573945,3.027715319407042
356,1.0,5,0,45,3,1.5195132049061133,1.791759469228055,2.0605135317943173
73,7.99,8,0,10,6,0.5538851132264376,3.32862668882732,2.331172549845958
782,1.0,8,1,70,3,2.178155014615869,3.258096538021482,2.4069451083182885
163,1.0,10,1,34,3,0.9707789171582247,2.70805020110221,1.8594181177018698
2002,1.0,8,1,82,3,3.046425387869509,4.709530201312334,2.5384474167160302
4849,7.99,8,1,2184,6,3.901972669574645,6.824373670043086,5.679865394596054
38,1.0,8,1,19,3,0.3293037471426004,2.3978952727983707,1.4973884086254776
344,1.0,7,1,34,0,1.4929040961781488,3.044522437723423,1.8594181177018698
16,4.99,10,1,3,6,0.16551443847757338,3.828641396489095,1.8531680973566984
124,1.0,10,0,35,0,0.8109302162163288,2.3978952727983707,1.8794650496471605
922,1.0,8,1,140,6,2.325324579963535,4.025173103360802,3.005682604407159
5719,7.99,10,1,378,1,4.063885354737392,7.162397497355718,4.062681881713259
515,1.0,8,0,5,3,1.8180767775454285,3.58351893845611,0.9745596399981308
524,1.0,8,1,248,6,1.8325814637483102,5.303304908059076,3.5333945512735414
308,1.0,8,1,50,3,1.4085449700547104,2.772588722239781,2.1400661634962708
124,1.0,5,0,22,3,0.8109302162163288,1.791759469228055,1.5810384379124023
453,1.0,8,0,11,3,1.7119945007591924,4.262539022051294,1.2325602611778486
63,1.0,10,1,29,0,0.49469624183610705,1.791759469228055,1.7526720805200082
11,0.0,8,1,5,3,0.11332868530700317,2.70805020110221,0.5007752879124893
124,0.0,8,0,45,3,0.8109302162163288,2.70805020110221,1.924248652274134
835,4.99,8,1,343,7,2.2375130962503307,5.786897381366708,3.923556241241819
710,4.9,10,1,198,6,2.093097868127322,3.254242968705492,3.4544221428994533
130,5.99,10,0,3,6,0.8372475245337022,3.8264651170664994,1.998773638612381
1321,1.0,8,1,487,6,2.6546494243750947,5.993961427306569,4.179145163914566
60,1.0,5,0,17,3,0.4762341789963716,1.791759469228055,1.43746264769429
221,1.0,8,1,19,3,1.169381359556317,2.7073833121145063,1.4973884086254776
2275,7.99,8,1,5,1,3.168003494494444,6.733401891837359,2.265921108622454
454,1.0,8,0,43,3,1.713797927758343,3.4339872044851463,2.0268315914075385
12,1.0,10,0,1,0,0.12221763272424921,2.3978952727983707,0.7561219797213337
384,1.0,8,0,7,3,1.5789787049493917,2.7073833121145063,1.068153081183401
67,7.99,10,1,34,6,0.5187937934151676,3.214867803470662,2.596000697293587
362,1.0,5,0,14,3,1.5325568680981427,1.791759469228055,1.340250422618484
202,1.0,5,0,18,3,1.1085626195212777,4.2626798770413155,1.4678743481123135
175,1.0,10,1,14,0,1.0152306797290587,1.791759469228055,1.340250422618484
2400,1.0,8,1,3,0,3.219275744889528,4.61512051684126,0.8712933659434192
134,1.0,5,0,16,3,0.8544153281560676,1.791759469228055,1.4060969884160703
468,1.0,8,0,13,6,1.7387102481382397,4.025173103360802,1.3056264580524357
84,1.0,10,1,37,0,0.6151856390902335,1.791759469228055,1.9183921201614211
112,1.0,10,1,21,0,0.76080582903376,1.791759469228055,1.5539252025038417
62,1.0,10,1,28,0,0.48858001481867097,1.791759469228055,1.7298840655099676
367,5.99,10,1,60,6,1.5432981099295553,3.8264651170664994,2.6939512767227085
5637,7.99,8,1,2581,1,4.049695810553219,6.152732694704104,5.842152143920973
61,1.0,7,1,30,0,0.4824261492442927,3.044522437723423,1.7749523509116738
113,1.0,8,1,37,3,0.7654678421395714,2.70805020110221,1.9183921201614211
1018,1.0,8,1,42,3,2.4150205223238337,4.9486889658772695,2.0095554142156695
170,0.0,8,1,61,3,0.9969486348916096,3.367295829986474,2.189416394888408
541,1.0,8,1,67,3,1.8594181177018698,3.713572066704308,2.3711778844596574
575,1.0,8,1,37,0,1.9110228900548727,4.394449154672439,1.9183921201614211
55,1.0,10,1,26,0,0.44468582126144574,1.791759469228055,1.682688374173693
340,1.0,8,1,43,3,1.4838746894587547,3.258096538021482,2.0268315914075385
39,5.9,8,1,19,1,0.3435897043900769,2.766319109226186,2.237513096250331
296,1.0,8,0,135,3,1.3787660946990992,2.3978952727983707,2.972975286431375
430,1.0,8,1,17,3,1.6695918352538475,2.3978952727983707,1.43746264769429
164,1.0,8,0,58,3,0.9745596399981308,3.58351893845611,2.255493485460195
1209,4.99,8,0,37,6,2.5726122302071057,4.927253685157205,2.379546134130174
408,1.0,8,0,90,0,1.6272778305624314,3.9318256327243257,2.617395832834079
245,1.0,8,1,35,3,1.2412685890696329,2.3978952727983707,1.8794650496471605
1106,1.0,8,1,537,0,2.4907230351094403,5.5254529391317835,4.2740237421222265
191,1.0,10,1,44,0,1.0715836162801904,1.791759469228055,2.043814364036685
242,1.0,8,1,100,3,1.2325602611778486,2.3978952727983707,2.70805020110221
407,1.0,10,1,25,3,1.6253112615903906,4.262539022051294,1.6582280766035324
70,1.0,5,0,7,3,0.5364933705145685,1.791759469228055,1.068153081183401
32,1.0,8,1,16,3,0.2851789422336624,2.3978952727983707,1.4060969884160703
91,1.0,7,1,45,0,0.6523251860396903,3.044522437723423,2.0605135317943173
338,0.0,8,1,33,3,1.47932922708708,3.367295829986474,1.665818245870208
535,9.9,8,1,72,6,1.8500283773520307,3.9889840465642745,3.0086484988205373
376,1.0,8,1,21,3,1.56234630490025,2.3978952727983707,1.5539252025038417
357,1.0,8,0,34,3,1.5216989981260935,2.70805020110221,1.8594181177018698
80,0.0,10,1,39,3,0.598836501088704,3.7612001156935624,1.803358605071407
1080,1.0,8,1,5,0,2.468946630209271,4.204692619390966,0.9745596399981308
98,1.0,10,0,6,3,0.688134638736401,3.58351893845611,1.0224509277025458
120,1.0,10,0,7,0,0.7929925155296614,4.356708826689592,1.068153081183401
104,1.0,5,0,33,3,0.7178397931503169,1.791759469228055,1.8389610707123492
190,4.99,8,0,26,6,1.068153081183401,4.02535169073515,2.237513096250331
664,1.0,8,1,280,0,2.0347056478384444,5.525413097700675,3.648057459593681
1092,1.0,8,1,308,0,2.4790562361098245,4.394449154672439,3.7386215460087504
19,1.0,8,0,5,3,0.18232155679395465,2.772588722239781,0.9745596399981308
53,5.99,10,1,26,6,0.43178241642553783,2.833213344056216,2.3389170222414357
45,1.0,8,1,22,3,0.3784364357202451,2.7073833121145063,1.5810384379124023
16,1.0,10,1,8,0,0.15700374880966475,1.791759469228055,1.1118575154181303
80,1.0,10,1,38,0,0.5933268452777344,1.791759469228055,1.937301774518713
377,1.0,8,1,178,3,1.5644405465033646,2.3978952727983707,3.2244602031621015
167,1.0,5,0,39,3,0.9858167945227653,1.791759469228055,1.9558604799084813
2047,7.99,8,1,820,6,3.067587710654419,4.380775852772229,4.750049447306176
21,1.0,10,1,11,3,0.1988508587451652,2.0794415416798357,1.2325602611778486
